Lines	Words	File_name
21	118	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/09_il-gabbiano.en.TTcs2
21	143	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/09_il-gabbiano.en.TTde
17	168	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/10_magic-travel.en.OSt
17	128	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/10_magic-travel.en.TTcs1
17	127	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/10_magic-travel.en.TTcs2
17	153	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/10_magic-travel.en.TTde
18	193	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/11_trefa.en.OSt
193	2097	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/11_trefa.en.OStt
18	146	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/11_trefa.en.TTcs1
18	145	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/11_trefa.en.TTcs2
18	167	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/11_trefa.en.TTde
8	122	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/12_fictionalcine.en.OSt
122	1703	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/12_fictionalcine.en.OStt
8	94	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/12_fictionalcine.en.TTcs1
8	94	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/12_fictionalcine.en.TTcs2
8	104	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/12_fictionalcine.en.TTde
12	168	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/13_don-bosco-barcelona.en.OSt
164	2033	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/13_don-bosco-barcelona.en.OStt
12	131	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/13_don-bosco-barcelona.en.TTcs1
12	131	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/13_don-bosco-barcelona.en.TTcs2
12	152	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/13_don-bosco-barcelona.en.TTde
21	219	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/14_llibres-i-revistes-edb.en.OSt
219	2473	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/14_llibres-i-revistes-edb.en.OStt
21	162	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/14_llibres-i-revistes-edb.en.TTcs1
21	166	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/14_llibres-i-revistes-edb.en.TTcs2
21	192	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/14_llibres-i-revistes-edb.en.TTde
18	186	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/15_brnkni.en.OSt
18	147	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/15_brnkni.en.TTcs1
18	151	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/15_brnkni.en.TTcs2
18	166	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/15_brnkni.en.TTde
17	189	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/16_develop-most.en.OSt
189	1986	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/16_develop-most.en.OStt
17	152	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/16_develop-most.en.TTcs1
17	158	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/16_develop-most.en.TTcs2
17	171	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/16_develop-most.en.TTde
12	292	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/17_tf-smart-team.en.OSt
292	4966	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/17_tf-smart-team.en.OStt
12	222	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/17_tf-smart-team.en.TTcs1
12	226	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/17_tf-smart-team.en.TTcs2
12	261	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/17_tf-smart-team.en.TTde
14	245	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/18_tf-magic-world.en.OSt
245	3719	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/18_tf-magic-world.en.OStt
14	215	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/18_tf-magic-world.en.TTcs1
14	218	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/18_tf-magic-world.en.TTcs2
14	233	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/18_tf-magic-world.en.TTde
11	186	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/19_be-beauty.en.OSt
11	140	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/19_be-beauty.en.TTcs1
11	148	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/19_be-beauty.en.TTcs2
11	155	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/19_be-beauty.en.TTde
13	152	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/20_mela-e-piu.en.OSt
13	131	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/20_mela-e-piu.en.TTcs1
13	135	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/20_mela-e-piu.en.TTcs2
12	135	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/20_mela-e-piu.en.TTcs3
13	138	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/20_mela-e-piu.en.TTde
21	144	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/21_hat-cap.en.OSt
144	1238	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/21_hat-cap.en.OStt
21	129	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/21_hat-cap.en.TTcs1
21	127	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/21_hat-cap.en.TTcs2
21	142	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/21_hat-cap.en.TTde
22	229	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/22_new-design-world.en.OSt
22	196	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/22_new-design-world.en.TTcs1
22	190	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/22_new-design-world.en.TTcs2
22	223	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/22_new-design-world.en.TTde
20	230	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/23_pillowdream.en.OSt
229	2530	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/23_pillowdream.en.OStt
20	198	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/23_pillowdream.en.TTcs1
20	196	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/23_pillowdream.en.TTcs2
20	239	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/23_pillowdream.en.TTde
14	172	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/24_mole-g-p-technologies.en.OSt
14	141	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/24_mole-g-p-technologies.en.TTcs1
14	156	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/24_mole-g-p-technologies.en.TTcs2
14	170	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/24_mole-g-p-technologies.en.TTde
12	204	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/25_folkstyle.en.OSt
203	2847	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/25_folkstyle.en.OStt
12	158	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/25_folkstyle.en.TTcs1
12	162	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/25_folkstyle.en.TTcs2
12	177	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/25_folkstyle.en.TTde
7	93	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/26_tabacco-shop.en.OSt
90	1020	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/26_tabacco-shop.en.OStt
7	74	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/26_tabacco-shop.en.TTcs1
7	80	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/26_tabacco-shop.en.TTcs2
7	86	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/26_tabacco-shop.en.TTde
11	216	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/27_f-e-international-tour.en.OSt
216	3784	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/27_f-e-international-tour.en.OStt
11	168	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/27_f-e-international-tour.en.TTcs1
11	174	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/27_f-e-international-tour.en.TTcs2
11	198	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/27_f-e-international-tour.en.TTde
10	130	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/28_samanka.en.OSt
130	1722	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/28_samanka.en.OStt
10	95	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/28_samanka.en.TTcs1
10	105	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/28_samanka.en.TTcs2
10	114	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/28_samanka.en.TTde
16	199	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/29_salon-n-g.en.OSt
16	152	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/29_salon-n-g.en.TTcs1
16	165	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/29_salon-n-g.en.TTcs2
16	177	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/29_salon-n-g.en.TTde
9	110	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/30_appolonas.en.OSt
110	1140	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/30_appolonas.en.OStt
9	84	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/30_appolonas.en.TTcs1
9	87	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/30_appolonas.en.TTcs2
9	103	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/30_appolonas.en.TTde
13	154	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/31_devil-chocolate.en.OSt
154	1707	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/31_devil-chocolate.en.OStt
13	134	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/31_devil-chocolate.en.TTcs1
13	136	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/31_devil-chocolate.en.TTcs2
13	149	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/31_devil-chocolate.en.TTde
18	171	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/32_ck-remoa.en.OSt
171	1572	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/32_ck-remoa.en.OStt
18	141	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/32_ck-remoa.en.TTcs1
18	148	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/32_ck-remoa.en.TTcs2
18	162	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/32_ck-remoa.en.TTde
10	79	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/33_logistic-servis.en.OSt
79	740	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/33_logistic-servis.en.OStt
10	65	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/33_logistic-servis.en.TTcs1
10	71	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/33_logistic-servis.en.TTcs2
10	74	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/33_logistic-servis.en.TTde
15	157	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/34_kol_action_accessoires.en.OSt
156	1527	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/34_kol_action_accessoires.en.OStt
15	129	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/34_kol_action_accessoires.en.TTcs1
15	139	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/34_kol_action_accessoires.en.TTcs2
15	151	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/34_kol_action_accessoires.en.TTde
13	185	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/35_f-e-time-travel-agency.en.OSt
185	2410	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/35_f-e-time-travel-agency.en.OStt
13	158	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/35_f-e-time-travel-agency.en.TTcs1
13	169	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/35_f-e-time-travel-agency.en.TTcs2
13	162	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/35_f-e-time-travel-agency.en.TTde
12	141	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/36_step-house.en.OSt
141	1597	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/36_step-house.en.OStt
12	118	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/36_step-house.en.TTcs1
12	120	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/36_step-house.en.TTcs2
12	135	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/36_step-house.en.TTde
35	252	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/37_caspowalk.en.OSt
252	2449	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/37_caspowalk.en.OStt
35	204	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/37_caspowalk.en.TTcs1
35	201	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/37_caspowalk.en.TTcs2
35	229	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/37_caspowalk.en.TTde
12	150	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/38_seta.en.OSt
12	116	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/38_seta.en.TTcs1
12	129	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/38_seta.en.TTcs2
12	134	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/38_seta.en.TTde
16	218	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/39_total-regal.en.OSt
218	2913	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/39_total-regal.en.OStt
16	183	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/39_total-regal.en.TTcs1
16	186	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/39_total-regal.en.TTcs2
16	197	../../elitr-testset/documents/iwslt2020-nonnative-slt/testset/antrecorp/39_total-regal.en.TTde
